"Prev.Length","Match.Score","Tile.Size","Prev.Type","Browse.Time"
45,60,0.2,"TT",16.1565828528345
55,60,0.2,"TT",16.8475077851798
65,60,0.2,"TT",13.8414801005948
45,75,0.2,"TT",12.2398292604183
55,75,0.2,"TT",11.1992701252556
65,75,0.2,"TT",9.89492523835065
45,60,0.2,"TT",13.3650367083962
55,60,0.2,"TT",15.9012296823553
65,60,0.2,"TT",12.4929426590002
45,75,0.2,"TT",12.8107604268537
55,75,0.2,"TT",12.6892632422416
65,75,0.2,"TT",12.6773804027195
45,60,0.2,"TT",17.938836547812
55,60,0.2,"TT",17.1930994081654
65,60,0.2,"TT",14.7629648749313
45,75,0.2,"TT",13.9920052056231
55,75,0.2,"TT",12.115251672778
65,75,0.2,"TT",10.5552430517478
45,60,0.2,"TT",17.4422758558825
55,60,0.2,"TT",16.7776112595003
65,60,0.2,"TT",12.4224064930592
45,75,0.2,"TT",12.3146638212575
55,75,0.2,"TT",12.4250417167931
65,75,0.2,"TT",11.6885537018283
45,60,0.2,"TT",16.5132471821496
55,60,0.2,"TT",14.4450440334422
65,60,0.2,"TT",14.1020376362481
45,75,0.2,"TT",11.9170355305739
55,75,0.2,"TT",12.6733729918909
65,75,0.2,"TT",10.3767812275033
45,60,0.2,"TT",14.5736890444566
55,60,0.2,"TT",16.9604216122438
65,60,0.2,"TT",13.8076156501449
45,75,0.2,"TT",12.9727839157071
55,75,0.2,"TT",11.4316011935601
65,75,0.2,"TT",10.1172828404814
45,60,0.2,"TT",15.5058676094296
55,60,0.2,"TT",15.3315522623697
65,60,0.2,"TT",13.0598620086271
45,75,0.2,"TT",8.8225354515677
55,75,0.2,"TT",13.7796819728986
65,75,0.2,"TT",10.6883672544202
45,60,0.2,"TT",15.4782609093555
55,60,0.2,"TT",15.048310042155
65,60,0.2,"TT",13.5102939820911
45,75,0.2,"TT",14.17326563473
55,75,0.2,"TT",12.2089200192157
65,75,0.2,"TT",11.2339449445095
45,60,0.2,"TT",17.4730525245744
55,60,0.2,"TT",16.7779358633816
65,60,0.2,"TT",11.9619461125505
45,75,0.2,"TT",12.4026663289529
55,75,0.2,"TT",12.4235644025439
65,75,0.2,"TT",10.3420940420074
45,60,0.2,"TT",14.4748509241219
55,60,0.2,"TT",14.7181037123351
65,60,0.2,"TT",14.5225089091115
45,75,0.2,"TT",12.9455123378693
55,75,0.2,"TT",11.1767264790575
65,75,0.2,"TT",11.4946730784238
45,60,0.2,"TT",14.6828957059357
55,60,0.2,"TT",15.4925685315115
65,60,0.2,"TT",13.21403362897
45,75,0.2,"TT",11.6624188093761
55,75,0.2,"TT",12.0446413733815
65,75,0.2,"TT",11.5484813695132
45,60,0.2,"TT",15.2167220157096
55,60,0.2,"TT",15.5351272137175
65,60,0.2,"TT",14.8870437612688
45,75,0.2,"TT",12.0055948477461
55,75,0.2,"TT",11.0198422545421
65,75,0.2,"TT",10.4599670291097
45,60,0.2,"TT",14.9600142315865
55,60,0.2,"TT",16.8096377493072
65,60,0.2,"TT",14.4008587193933
45,75,0.2,"TT",13.4148854770246
55,75,0.2,"TT",12.6530596864665
65,75,0.2,"TT",10.7185118254175
45,60,0.2,"TT",15.8323355973774
55,60,0.2,"TT",14.2614933718271
65,60,0.2,"TT",13.5408976150855
45,75,0.2,"TT",11.6829704674506
55,75,0.2,"TT",11.2905744644456
65,75,0.2,"TT",11.4405648021847
45,60,0.2,"TT",16.512159247532
55,60,0.2,"TT",15.3522530286784
65,60,0.2,"TT",13.6520137399987
45,75,0.2,"TT",13.2274951646905
55,75,0.2,"TT",14.0046899895848
65,75,0.2,"TT",10.0133631664821
45,60,0.2,"TT",13.9982881793836
55,60,0.2,"TT",14.1355667907034
65,60,0.2,"TT",14.9168163314203
45,75,0.2,"TT",11.9523702829587
55,75,0.2,"TT",12.3320724622422
65,75,0.2,"TT",11.9834420814662
45,60,0.2,"TT",15.5220304038993
55,60,0.2,"TT",14.7354030761309
65,60,0.2,"TT",13.3927498156842
45,75,0.2,"TT",12.2620326738701
55,75,0.2,"TT",11.9523354095329
65,75,0.2,"TT",9.29550173786709
45,60,0.2,"TT",16.440908719642
55,60,0.2,"TT",16.6614349166334
65,60,0.2,"TT",13.936199896372
45,75,0.2,"TT",12.8773259947385
55,75,0.2,"TT",12.634410850776
65,75,0.2,"TT",11.7408094430843
45,60,0.2,"TT",14.5621918349721
55,60,0.2,"TT",14.3903030370746
65,60,0.2,"TT",14.1641809614852
45,75,0.2,"TT",13.4721954033663
55,75,0.2,"TT",13.0768515151468
65,75,0.2,"TT",10.4913957760577
45,60,0.2,"TT",16.2518676035442
55,60,0.2,"TT",16.3182685301391
65,60,0.2,"TT",14.2831218725677
45,75,0.2,"TT",10.1614105760472
55,75,0.2,"TT",12.1858874710224
65,75,0.2,"TT",10.8583695467584
45,60,0.2,"TT",15.5928937751284
55,60,0.2,"TT",14.71216588693
65,60,0.2,"TT",16.1842726164747
45,75,0.2,"TT",12.4659256987958
55,75,0.2,"TT",11.5999539361315
65,75,0.2,"TT",9.54117721357807
45,60,0.2,"TT",12.6576827137205
55,60,0.2,"TT",17.3903905358002
65,60,0.2,"TT",15.1421564913823
45,75,0.2,"TT",12.3153462203855
55,75,0.2,"TT",11.827075712212
65,75,0.2,"TT",9.18202246600735
45,60,0.2,"TT",14.9328035062191
55,60,0.2,"TT",16.6609961401013
65,60,0.2,"TT",13.2175150699717
45,75,0.2,"TT",12.312579865669
55,75,0.2,"TT",12.5659924721728
65,75,0.2,"TT",11.0398918071959
45,60,0.2,"TT",13.294485957051
55,60,0.2,"TT",17.1138331278431
65,60,0.2,"TT",13.6080527080031
45,75,0.2,"TT",13.3549873825662
55,75,0.2,"TT",12.8395552817511
65,75,0.2,"TT",10.2953144013291
45,60,0.2,"TT",15.2651560577554
55,60,0.2,"TT",15.2464682226567
65,60,0.2,"TT",15.9423687105665
45,75,0.2,"TT",12.4550364466466
55,75,0.2,"TT",12.8125810547975
65,75,0.2,"TT",10.3162328682522
45,60,0.2,"TT",15.4700884824477
55,60,0.2,"TT",14.8071150625783
65,60,0.2,"TT",14.2017352598625
45,75,0.2,"TT",11.4671640824938
55,75,0.2,"TT",12.7387565053157
65,75,0.2,"TT",11.6191600542594
45,60,0.2,"TT",17.9623684918552
55,60,0.2,"TT",15.3658479864108
65,60,0.2,"TT",13.0921787399922
45,75,0.2,"TT",12.0660316850638
55,75,0.2,"TT",11.7243998279294
65,75,0.2,"TT",10.6400029289043
45,60,0.2,"TT",15.651815763103
55,60,0.2,"TT",14.7181655629557
65,60,0.2,"TT",11.5882343749354
45,75,0.2,"TT",13.6381486577853
55,75,0.2,"TT",10.3928500101859
65,75,0.2,"TT",11.007271090087
45,60,0.2,"TT",15.5954092882233
55,60,0.2,"TT",16.6471645072604
65,60,0.2,"TT",10.23830903113
45,75,0.2,"TT",12.6686569328767
55,75,0.2,"TT",12.4562875748927
65,75,0.2,"TT",11.4154987113239
45,60,0.2,"TT",15.5809429322954
55,60,0.2,"TT",15.7563683941874
65,60,0.2,"TT",14.0233592052186
45,75,0.2,"TT",13.5568787173341
55,75,0.2,"TT",15.1627825169498
65,75,0.2,"TT",10.1400324275474
